Game,Score,Mean Score
1,0,0.0
2,0,0.0
3,0,0.0
4,0,0.0
5,0,0.0
6,0,0.0
7,0,0.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
12,0,0.0
13,0,0.0
14,0,0.0
15,0,0.0
16,0,0.0
17,0,0.0
18,0,0.0
19,0,0.0
20,0,0.0
21,0,0.0
22,0,0.0
23,1,0.043478260869565216
24,0,0.041666666666666664
25,0,0.04
26,0,0.038461538461538464
27,0,0.037037037037037035
28,1,0.07142857142857142
29,0,0.06896551724137931
30,0,0.06666666666666667
31,0,0.06451612903225806
32,0,0.0625
33,0,0.06060606060606061
34,0,0.058823529411764705
35,0,0.05714285714285714
36,0,0.05555555555555555
37,0,0.05405405405405406
38,0,0.05263157894736842
39,0,0.05128205128205128
40,0,0.05
41,0,0.04878048780487805
42,0,0.047619047619047616
43,0,0.046511627906976744
44,0,0.045454545454545456
45,0,0.044444444444444446
46,0,0.043478260869565216
47,1,0.06382978723404255
48,1,0.08333333333333333
49,0,0.08163265306122448
50,0,0.08
51,0,0.0784313725490196
52,1,0.09615384615384616
53,0,0.09433962264150944
54,0,0.09259259259259259
55,1,0.10909090909090909
56,0,0.10714285714285714
57,0,0.10526315789473684
58,1,0.1206896551724138
59,0,0.11864406779661017
60,0,0.11666666666666667
61,0,0.11475409836065574
62,1,0.12903225806451613
63,0,0.12698412698412698
64,0,0.125
65,0,0.12307692307692308
66,0,0.12121212121212122
67,0,0.11940298507462686
68,0,0.11764705882352941
69,0,0.11594202898550725
70,1,0.12857142857142856
71,0,0.1267605633802817
72,0,0.125
73,0,0.1232876712328767
74,0,0.12162162162162163
75,0,0.12
76,0,0.11842105263157894
77,1,0.12987012987012986
78,0,0.1282051282051282
79,1,0.13924050632911392
80,0,0.1375
81,0,0.13580246913580246
82,0,0.13414634146341464
83,0,0.13253012048192772
84,0,0.13095238095238096
85,0,0.12941176470588237
86,0,0.12790697674418605
87,0,0.12643678160919541
88,0,0.125
89,0,0.12359550561797752
90,0,0.12222222222222222
91,0,0.12087912087912088
92,0,0.11956521739130435
93,0,0.11827956989247312
