Game,Score,Mean Score
1,0,0.0
2,0,0.0
3,0,0.0
4,0,0.0
5,0,0.0
6,0,0.0
7,0,0.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
12,0,0.0
13,0,0.0
14,1,0.07142857142857142
15,0,0.06666666666666667
16,1,0.125
17,0,0.11764705882352941
18,0,0.1111111111111111
19,0,0.10526315789473684
20,0,0.1
21,0,0.09523809523809523
22,0,0.09090909090909091
23,0,0.08695652173913043
24,0,0.08333333333333333
25,0,0.08
26,0,0.07692307692307693
27,0,0.07407407407407407
28,1,0.10714285714285714
29,0,0.10344827586206896
30,0,0.1
31,0,0.0967741935483871
32,0,0.09375
33,0,0.09090909090909091
34,0,0.08823529411764706
35,0,0.08571428571428572
36,0,0.08333333333333333
37,0,0.08108108108108109
38,0,0.07894736842105263
39,1,0.10256410256410256
40,0,0.1
41,0,0.0975609756097561
42,0,0.09523809523809523
43,0,0.09302325581395349
44,0,0.09090909090909091
45,0,0.08888888888888889
46,0,0.08695652173913043
47,0,0.0851063829787234
48,0,0.08333333333333333
49,0,0.08163265306122448
50,0,0.08
51,0,0.0784313725490196
52,0,0.07692307692307693
53,0,0.07547169811320754
54,0,0.07407407407407407
55,0,0.07272727272727272
56,1,0.08928571428571429
57,0,0.08771929824561403
58,1,0.10344827586206896
59,0,0.1016949152542373
60,0,0.1
61,1,0.11475409836065574
62,0,0.11290322580645161
63,0,0.1111111111111111
64,0,0.109375
65,0,0.1076923076923077
66,0,0.10606060606060606
67,0,0.1044776119402985
68,0,0.10294117647058823
69,0,0.10144927536231885
70,0,0.1
71,0,0.09859154929577464
72,1,0.1111111111111111
73,1,0.1232876712328767
74,1,0.13513513513513514
75,0,0.13333333333333333
76,0,0.13157894736842105
77,0,0.12987012987012986
78,0,0.1282051282051282
79,0,0.12658227848101267
80,0,0.125
81,0,0.12345679012345678
82,0,0.12195121951219512
83,0,0.12048192771084337
84,0,0.11904761904761904
85,0,0.11764705882352941
86,0,0.11627906976744186
87,0,0.11494252873563218
88,0,0.11363636363636363
89,0,0.11235955056179775
90,0,0.1111111111111111
91,0,0.10989010989010989
